company_id,company_name,hq_addr1,hq_addr2,hq_locality,hq_region,hq_postal_code,hq_country,website,industry,company_size
164801,Maariv,,,,,,,,Newspapers,1001-5000 employees
,"Precise Software Solutions, Inc",,,,,,,,,
,"Incentive Accelerator, Peregrine Ventures",,,,,,,,,
,TTI-Telecom,,,,,,,,,
,Amdocs LTD,,,,,,,,,
,Microsoft Isreal Ltd.,,,,,,,,,
,Ron Gazit Rotenberg & Co.,,,,,,,,,
155419,Tadmor & Co.,,,,,,,,Legal Services,11-50 employees
1758118,Softigo,,,,,,,http://,Information Technology and Services,
,see.V,,,,,,,,,
,Isracard,,,,,,,,,
11680,WhenU,,,,,,,http://www.linkedin.com/in/chadeati,Internet,51-200 employees
,America Online (AOL),,,,,,,,,
,U. S. Army,,,,,,,,,
11366,United States Military Academy,,,,,,,http://www.usma.edu,Military,501-1000 employees
717201,Nirox,,,,,,,http://www.nirox.co.il,Internet,11-50 employees
,Rhodium - Investments,,,,,,,,,
2019813,HTIA - High Tech Industry Association,,,,,,,http://www.htia.co.il/,Nonprofit Organization Management,
,"TheMarker, Ha’aretz Daily Newspaper",,,,,,,,,
,Columbia Business School,,,,,,,,,
,HP Software,,,,,,,,,
150405,Yehuda Raveh & Co.,,,,,,,,Law Practice,51-200 employees
1174389,Garagegeeks,,,,,,,http://www.garagegeeks.org,Nonprofit Organization Management,1-10 employees
166990,XACCT,,,,,,,,Computer Software,51-200 employees
,TheMarker,,,,,,,,,
1916667,Jiminy Creative LTD,34 Hagana Road,34 Hagana Road,Tel Aviv,,,Israel,http://jiminy-creative.com,Media Production,1-10 employees
,RTVi Film & Television,,,,,,,,,
,Matav Cable Telecomunications (HOT),,,,,,,,,
,IVC Research Center,,,,,,,,,
,CommuniTake Technologies Ltd.,,,,,,,,,
,Oberon Media,,,,,,,,,
,EPOS Technologies,,,,,,,,,
,Orsus Solutions,,,,,,,,,
,Bank Leumi Israel,,,,,,,,,
,Oracle,,,,,,,,,
,Convergin (acquired by Oracle),,,,,,,,,
,Cisco,,,,,,,,,
,Capital One,,,,,,,,,
,IMD business school,,,,,,,,,
,The Nielsen Company,,,,,,,,,
,AYR - Amar Reiter Jeanne Shochatovitch & Co.,,,,,,,,,
1232750,Earle Mack School of Law at Drexel University,,,,,,,http://www.earlemacklaw.drexel.edu,Education Management,
,Pepper Hamilton LLP,,,,,,,,,
,Radcom,,,,,,,,,
68870,Jerusalem Global Ventures,,,,,,,http://www.jgv.com,Venture Capital & Private Equity,1-10 employees
1050799,Radcom (Technologies) Ltd,,,,,,,http://www.radcom.co.uk,Electrical/Electronic Manufacturing,11-50 employees
,Valor,,,,,,,,,
,Netex Corp.,,,,,,,,,
,Mellanox Technologies,,,,,,,,,
,University of Rochester,,,,,,,,,
,Greylock,,,,,,,,,
,Greylock Partners,,,,,,,,,
8358,Emblaze Systems,,,,,,,,Computer Software,201-500 employees
,Electronics Line,,,,,,,,,
,SkyVision,,,,,,,,,
929294,Blue Square Israel,,,,,,,http://www.bsi.co.il,Retail,"5001-10,000 employees"
,"HTC Financial Solutions, HiTechCare, LLC",,,,,,,,,
,Sagent Management,,,,,,,,,
,JoyTunes,,,,,,,,,
,ConicIT,,,,,,,,,
,Weizmann institute,,,,,,,,,
,vCita,,,,,,,,,
,Stagee,,,,,,,,,
,Sears Israel (Sears Holdings Corporation Subsidiary),,,,,,,,,
,Sears Israel (ex. Delver),,,,,,,,,
,Delver,,,,,,,,,
72236,Mercury Interactive,,,,,,,,Computer Software,1001-5000 employees
13652,Mercado Software,,,,,,,http://www.mercado.com,Computer Software,51-200 employees
,WebsPlanet,,,,,,,,,
,Codewalker,,,,,,,,,
,Sela,,,,,,,,,
,Lehavi Solutions,,,,,,,,,
,Ripplify,,,,,,,,,
,TTI Telecom (TEOCO),,,,,,,,,
,IQurio,,,,,,,,,
,Convergin,,,,,,,,,
,LivePerson,,,,,,,,,
,WeTrip,,,,,,,,,
,Appforma,,,,,,,,,
,"RaceMenu, Inc.",,,,,,,,,
,Shark Group Inc,,,,,,,,,
,EMC Corp,,,,,,,,,
,AdExtent / SemantiNet,,,,,,,,,
,Infojet LLC,,,,,,,,,
,Brooks-Keret Financial management ltd,,,,,,,,,
,AT&T Advertising Solutions,,,,,,,,,
,AT&T Interactive,,,,,,,,,
,AT&T Interactive (formerly YELLOWPAGES.COM),,,,,,,,,
,HBO,,,,,,,,,
,AT&T,,,,,,,,,
,SBC,,,,,,,,,
,Honeywell,,,,,,,,,
,Accent,,,,,,,,,
1857251,Wiser Solutions,,,,,,,http://,Computer Software,
,Artivision Technologies,,,,,,,,,
,5min,,,,,,,,,
262678,Tradonomi,,,,,,,http://www.etoro.com,Financial Services,51-200 employees
,Victor Chandler,,,,,,,,,
,Spark Networks,,,,,,,,,
,Planet Soho,,,,,,,,,
,Media Layers,,,,,,,,,
,Xeround Systems,,,,,,,,,
,Mobixell Networks,,,,,,,,,
,IncrediMail,,,,,,,,,
,NICE Systems LTD.,,,,,,,,,
,Siano,,,,,,,,,
,Metalink,,,,,,,,,
,Zoran,,,,,,,,,
,Freescale,,,,,,,,,
,Magisto (SightEra LTD),,,,,,,,,
,Gizmoz-DAZ 3D,,,,,,,,,
,SpearCast Ltd.,,,,,,,,,
,Preen.Me,,,,,,,,,
,UsTech Discovery LLC,,,,,,,,,
,Nord Capital,,,,,,,,,
,Berlin Partner,,,,,,,,,
,inubit AG,,,,,,,,,
675744,BVD Real Estate Design,,,,,,,http://www.bvd.co.il,Internet,11-50 employees
,Doran Communications,,,,,,,,,
,Newion Investments Management B.V,,,,,,,,,
,Europe Unlimited,,,,,,,,,
498924,geva kraoz consulting,,,,,,,http://www.gevakraoz.com,Wireless,Myself Only
114633,"Danziger, Klagsbald & Co.",,,,,,,,Law Practice,51-200 employees
,Yael Consulting,,,,,,,,,
,The Search Agency,,,,,,,,,
,"HauteLook, Inc.",,,,,,,,,
,The Vitamin Shoppe,,,,,,,,,
,JPMorgan Chase,,,,,,,,,
,Ernst & Young,,,,,,,,,
,United Parents Online (www.unitedparents.com),,,,,,,,,
,Hewlett Packard,,,,,,,,,
,Proficiency,,,,,,,,,
,GR8,,,,,,,,,
970658,Magazine 18,,,,,,,http://www.18m.co.il/,Newspapers,1-10 employees
,Lehavi Solutions Software Boutique,,,,,,,,,
,BlazeMeter,,,,,,,,,
,6Scan,,,,,,,,,
,Upstream Commerce,,,,,,,,,
,Seculert,,,,,,,,,
,ClickTale,,,,,,,,,
,YL Ventures,,,,,,,,,
,AcceloWeb (formerly FasterWeb),,,,,,,,,
90596,Draper Fisher Jurvetson Gotham Ventures,,,,,,,,Venture Capital & Private Equity,1-10 employees
,Spotify,,,,,,,,,
,General Assemb.ly,,,,,,,,,
,GameGround,,,,,,,,,
,Tracked.com,,,,,,,,,
,Temasek Holdings,,,,,,,,,
,Park Plaza Hotels & Resorts,,,,,,,,,
,MiniTime,,,,,,,,,
,RocketPlay,,,,,,,,,
,DATASITE LTD,,,,,,,,,
,TWINGO,,,,,,,,,
167556,NuConomy,,,,,,,http://www.nuconomy.com,Internet,1-10 employees
,Superderivatives,,,,,,,,,
,ICQ,,,,,,,,,
,Random-Logic,,,,,,,,,
,"Shiboleth, Yisraeli, Roberts, Zisman & Co.",,,,,,,,,
,Carmel Ventures,,,,,,,,,
,Notewagon,,,,,,,,,
,Coursemodo,,,,,,,,,
,"Kutoa Company, LLC",,,,,,,,,
,Entrepreneur's Organization - Silicon Valley Chapter,,,,,,,,,
,"Jlevi StreetWerks, Inc",,,,,,,,,
,Entrepreneur's Organization - Silicon Valley,,,,,,,,,
,Bebo,,,,,,,,,
,Criterion Capital Partners,,,,,,,,,
73567,"CinemaElectric, Inc.",,,,,,,,Wireless,11-50 employees
,Impactia,,,,,,,,,
,WishMash,,,,,,,,,
,eWaveMD,,,,,,,,,
,Medic4all,,,,,,,,,
,Waze,,,,,,,,,
,FeeX - Wisdom of the Crowds LTD,,,,,,,,,
,Roomer,,,,,,,,,
,DreamZon,,,,,,,,,
,TranzMate Ltd,,,,,,,,,
1501551,Bundeal,,,,,,,http://,Internet,
,NexPerience,,,,,,,,,
,Olista,,,,,,,,,
,Telmap,,,,,,,,,
,Openwave Systems,,,,,,,,,
,Live Definition,,,,,,,,,
,Bezeq International,,,,,,,,,
,Leumi-Card,,,,,,,,,
,Sailors NYC,,,,,,,,,
,MyHome Renovations,,,,,,,,,
669656,American Friends of the Israel National Musem of Science,,,,,,,http://d,Nonprofit Organization Management,1-10 employees
2650217,SaaS Consortium,,,,,,,http://israeltrade.gov.il/NR/exeres/CDAC1DF9-6E31-453A-B44B-DC3DF078C8AC.htm,Computer Software,1-10 employees
,BATM,,,,,,,,,
,LogistiCare,,,,,,,,,
,Localytics,,,,,,,,,
,HubSpot,,,,,,,,,
,Performable (acquired by HubSpot),,,,,,,,,
,"Unica, an IBM Company",,,,,,,,,
,Brainshark,,,,,,,,,
,FactSet Research Systems,,,,,,,,,
,McKinsey & Company,,,,,,,,,
84516,OCA Ventures,,,,,,,,Venture Capital & Private Equity,1-10 employees
,Texas Instruments,,,,,,,,,
,Siano Mobile Silicon,,,,,,,,,
8886,Seabridge,,,,,,,,Telecommunications,201-500 employees
22396,Flextronics Semiconductor,,,,,,,,Semiconductors,51-200 employees
153365,Genesis System House Ltd.,,,,,,,,Defense & Space,11-50 employees
,HitechStrategies,,,,,,,,,
,RCA,,,,,,,,,
,The Interdisciplinary Center (IDC) Herzliya,,,,,,,,,
1715517,NoCamels.com,,,,,,,http://nocamels.com/,Media Production,11-50 employees
,Daniel Pearl International Journalism Institute,,,,,,,,,
970658,Magazine 18,,,,,,,http://www.18m.co.il/,Newspapers,1-10 employees
131766,Merhav,,,,,,,,International Trade and Development,
,Gadot Chemical Tankers & Terminals Ltd,,,,,,,,,
,DaPulse LTD.,,,,,,,,,
,wix.com,,,,,,,,,
,Finjan,,,,,,,,,
1295685,various start-ups,,,,,,,http://,Internet,
,888 Holdings (888.com),,,,,,,,,
,Or Yarok,,,,,,,,,
,Curtin University of Technology,,,,,,,,,
,Noodle Education,,,,,,,,,
,National Presidents Association,,,,,,,,,
,Magento Inc.an eBay Inc. Company (X.commerce),,,,,,,,,
,Apple Retail,,,,,,,,,
,Apple Inc.,,,,,,,,,
,Wikibrains,,,,,,,,,
,Daps'em,,,,,,,,,
97424,YaData,,,,,,,,Computer Software,11-50 employees
,Celebros,,,,,,,,,
,Metzger Associates,,,,,,,,,
,Explore.Dream.Discover.,,,,,,,,,
,PLUS Ventures,,,,,,,,,
,Moldawsky Group,,,,,,,,,
,EXAI Ltd.,,,,,,,,,
574313,TrafficMedia,,,,,,,http://www.trafficmedia.com,Internet,11-50 employees
,AppsFlyer,,,,,,,,,
,TokenAds,,,,,,,,,
,TSMGO The Show Must Go On,,,,,,,,,
27410,SeaPass,"90 Park Avenue, Suite 1720",,New York,NY,10016,United States,http://www.seapass.com,Computer Software,51-200 employees
,Chimes Israel,,,,,,,,,
,Entrepreneurs Club Berlin e.V.,,,,,,,,,
,port tricoul tau,,,,,,,,,
,Bucharest Hubb,,,,,,,,,
,Zumzi,,,,,,,,,
,Lume Buna,,,,,,,,,
,Astegic,,,,,,,,,
,iMobility Ventures,,,,,,,,,
,Daitan Group,,,,,,,,,
,MobileMax,,,,,,,,,
,Atlas Systems,,,,,,,,,
,REGED,,,,,,,,,
,Teleknowledge,,,,,,,,,
,Kapara,,,,,,,,,
16128,Haaretz,Schocken street 21,Schocken street 21,Tel Aviv,,61350,Israel,http://www.haaretz.com,Newspapers,501-1000 employees
86347,Haaretz,Schocken street 21,Schocken street 21,Tel Aviv,,61350,Israel,http://www.haaretz.com,Newspapers,501-1000 employees
77000,Sequel Venture Partners,,,,,,,,Venture Capital & Private Equity,1-10 employees
,Jesup & Lamont,,,,,,,,,
,Emblaze Group,,,,,,,,,
,Peak Corporate Network,,,,,,,,,
,American Jewish University,,,,,,,,,
,Polycom,,,,,,,,,
,Perion (NASDAQ:PERI) prior Incredimail,,,,,,,,,
,The Gifts Project (Acquired by eBay),,,,,,,,,
,WinBuyer,,,,,,,,,
,Dassault Systemes,,,,,,,,,
,SmarTeam Corp.,,,,,,,,,
,motherknows.com,,,,,,,,,
,XtremIO,,,,,,,,,
,AdExtent,,,,,,,,,
,Flash Networks,,,,,,,,,
105765,Oplus Technologies,,,,,,,,Semiconductors,51-200 employees
,Life360,,,,,,,,,
,Morgenthaler Ventures,,,,,,,,,
,Gigya,,,,,,,,,
,Netwise,,,,,,,,,
,Meebo,,,,,,,,,
,Pops,,,,,,,,,
,Seedcamp,,,,,,,,,
1727753,the.co.ils,,,,,,,http://www.TWSConf.com,Internet,
,Reimage.com,,,,,,,,,
6741,Hotbar.com,,,,,,,,Internet,51-200 employees
,DavidShield,,,,,,,,,
127102,The Marker Group,,,,,,,,Legal Services,51-200 employees
,BillGuard,,,,,,,,,
,Mission Intelligence,,,,,,,,,
41613,eDial,,,,,,,,Telecommunications,11-50 employees
,JamStar,,,,,,,,,
,Actimize,,,,,,,,,
,Interplay Ventures,,,,,,,,,
,DevSpark,,,,,,,,,
,Venwise,,,,,,,,,
,Founder Shield,,,,,,,,,
,Kohort,,,,,,,,,
,SimpleReach,,,,,,,,,
,Warby Parker,,,,,,,,,
,KPMG: M&A Advisory,,,,,,,,,
,Bain & Company,,,,,,,,,
,Lehman Brothers,,,,,,,,,
,hopflow,,,,,,,,,
,Libox,,,,,,,,,
,Microsoft Corporation,,,,,,,,,
,Numonyx,,,,,,,,,
,MagPointer,,,,,,,,,
,PH7 Marketing,,,,,,,,,
,TakeCare,,,,,,,,,
,Nemesysco,,,,,,,,,
,Tadiran Telecom Business Systems,,,,,,,,,
,Expand Networks,,,,,,,,,
,moolta,,,,,,,,,
500745,katz kaplan branding &advertising,,,,,,,http://itzik@katz-ad.co.il,Marketing and Advertising,11-50 employees
,Timebridge LTD,,,,,,,,,
,MDG Medical,,,,,,,,,
25571,Kagoor Networks,,,,,,,,Telecommunications,51-200 employees
,Emblaze (Geo Interactive),,,,,,,,,
,Shine Security,,,,,,,,,
,Seeker Security (Aquired by Quotium),,,,,,,,,
,Hacktics Ltd. (Aquired by Ernst & Young),,,,,,,,,
,Comsec,,,,,,,,,
,Adwise,,,,,,,,,
,Columbia University,,,,,,,,,
,Smarkets,,,,,,,,,
,Mytopia,,,,,,,,,
,Sony Broadband Entertainment,,,,,,,,,
1444515,The White House,,,,,,,http://,Government Relations,
,Harrison Metal Capital,,,,,,,,,
,TripAdvisor,,,,,,,,,
,"eBay, Inc.",,,,,,,,,
,"Accenture, Ltd.",,,,,,,,,
,"Deloitte & Touche, LLP",,,,,,,,,
,Factmeme,,,,,,,,,
45219,S. Horowitz & Co.,,,,,,,,Law Practice,51-200 employees
,Definiti Media,,,,,,,,,
,DreamIt Israel,,,,,,,,,
,ZX900,,,,,,,,,
,Gizmoz,,,,,,,,,
36165,Global Factory,,,,,,,,Computer Software,11-50 employees
,EMC Corp.,,,,,,,,,
,Outbrain,,,,,,,,,
,Singr.FM,,,,,,,,,
,BestTV - Brightcove,,,,,,,,,
,Rounds,,,,,,,,,
,Yotpo,,,,,,,,,
,Startup Genome,,,,,,,,,
2197886,EyeCue Vision Technologies Ltd.,,,,,,,http://,Consumer Electronics,
,ASOCS,,,,,,,,,
2783368,Vstory,,,,,,,,,
,The Cools,,,,,,,,,
,HopStop.com,,,,,,,,,
2839903,Samba Ads,,,,,,,,,
,GreenSQL,,,,,,,,,
,"Yieldmo, Inc.",,,,,,,,,
2181123,Samba Ads,,,,,,,,,
866480,Summit Series,,,,,,,http://www.summitseries.com,Media Production,11-50 employees
,Shook,,,,,,,,,
,ecomom,,,,,,,,,
,Hashable,,,,,,,,,
,GuerillApps,,,,,,,,,
,Modu,,,,,,,,,
,Harel-Hertz Investment House,,,,,,,,,
,Mashik,,,,,,,,,
,FixYa,,,,,,,,,
,Metacafe,,,,,,,,,
8926,Atrica,,,,,,,http://www.atrica.com,Telecommunications,51-200 employees
,Kwazi,,,,,,,,,
,MushRoom Games,,,,,,,,,
,Timocco,,,,,,,,,
,3DV Systems,,,,,,,,,
,Betgenius,,,,,,,,,
,Amnesty International,,,,,,,,,
,SEB,,,,,,,,,
,"Amar, Reiter, Jeanne, Sage, Cohen & co",,,,,,,,,
,"Ron Gazit, Rotenberg & Co",,,,,,,,,
,BigPanda,,,,,,,,,
,Sequoia Capital,,,,,,,,,
,Commerce Sciences,,,,,,,,,
,MoMinis,,,,,,,,,
,Adallom,,,,,,,,,
,ADI Video Technologies,,,,,,,,,
,SUNRx,,,,,,,,,
,American Red Cross,,,,,,,,,
,W.L. Gore & Associates,,,,,,,,,
,Precipio Diagnostics,,,,,,,,,
,Commercial Training Solutions,,,,,,,,,
1583474,Kuzari,,,,,,,http://www.kuzarigroup.com,Venture Capital & Private Equity,11-50 employees
,Coller Capital,,,,,,,,,
,Genoa Color Technologies,,,,,,,,,
,BioCatch,,,,,,,,,
3395,Cyota,,,,,,,,Computer Software,51-200 employees
,Impulse Events,,,,,,,,,
,Calcalist,,,,,,,,,
,Advanced Industrial Computers,,,,,,,,,
,MentAd,,,,,,,,,
,Sparkeo.com,,,,,,,,,
,USAGC - Taurus,,,,,,,,,
,Marimedia Ltd.,,,,,,,,,
1780824,2B Angels,60 Medinat Hayehudim St.,60 Medinat Hayehudim St.,Herzliya Pituach,,46767,Israel,http://www.2b-angels.com,Venture Capital & Private Equity,1-10 employees
,Growthink,,,,,,,,,
,Answers.com,,,,,,,,,
,Accent Software,,,,,,,,,
25729,DSNR,,,,,,,,Internet,501-1000 employees
,"Expansion Media, LLC",,,,,,,,,
113193,Catapult New Business,,,,,,,,Marketing and Advertising,11-50 employees
,BetterView Video Solutions Ltd.,,,,,,,,,
1814940,Confidential (In stealth mode),,,,,,,,,
,BoxGroup,,,,,,,,,
125190,Zimmer Lucas Partners,,,,,,,,Financial Services,11-50 employees
,34 Ventures,,,,,,,,,
,The Forum Group,,,,,,,,,
,18elements,,,,,,,,,
,ykm.co.il,,,,,,,,,
,CloudLock,,,,,,,,,
553629,TechAviv Angels,,,,,,,http://www.techaviv.com/angels,Venture Capital & Private Equity,11-50 employees
,Pando Networks,,,,,,,,,
,DeskSite,,,,,,,,,
11475,BackWeb Technologies,,,,,,,http://www.tcfsystems.com/en/,Computer Software,51-200 employees
,Register.com,,,,,,,,,
1896644,MagicHoldem.com,,,,,,,http://www.magicholdem.com,Internet,1-10 employees
,SeatID,,,,,,,,,
,SunGard Business Integration,,,,,,,,,
,3DPrintingModel,,,,,,,,,
,Folloyu,,,,,,,,,
,StarTau - Tel Aviv University Entrepreneurship Club,,,,,,,,,
,Businessify,,,,,,,,,
,WildAddax,,,,,,,,,
,YIT - Yediot Information Technologies,,,,,,,,,
45037,Ness Consulting,,,,,,,,Information Technology and Services,51-200 employees
919473,Glinger.com,,,,,,,http://a.com,Internet,1-10 employees
,Rainier Communications,,,,,,,,,
,AIPAC Massachusetts Council,,,,,,,,,
,Oki,,,,,,,,,
,Concurrent Computer,,,,,,,,,
,Lexicon,,,,,,,,,
,eModeration Limited,,,,,,,,,
,Adkit,,,,,,,,,
,UI - Human Factors,,,,,,,,,
,DePaul University,,,,,,,,,
,"Lions Eye Institute for Transplant & Research, Inc.",,,,,,,,,
,Gazelle Lab,,,,,,,,,
,Sustainable Entrepreneurship & Innovation Alliance at USF St. Petersburg,,,,,,,,,
,Alorum,,,,,,,,,
,[Startup Digest],,,,,,,,,
,"CTC Tampa Bay, Inc.",,,,,,,,,
,University of South Florida,,,,,,,,,
858555,SRI Global Group,,,,,,,http://www.sriglobalgroup.com,Financial Services,51-200 employees
,Typemock Ltd,,,,,,,,,
25347,BRM,,,,,,,,Computer Software,51-200 employees
,qmerce,,,,,,,,,
,Cake 360°,,,,,,,,,
,IBA (Israel Broadcasting Authority),,,,,,,,,
,Shark Group LTD,,,,,,,,,
452533,FRINT Media,,,,,,,http://wwww.frintmedia.com,Marketing and Advertising,1-10 employees
,PineApp,,,,,,,,,
101514,Decima Ventures,,,,,,,,Venture Capital & Private Equity,11-50 employees
31242,Etagon,,,,,,,,Computer Software,11-50 employees
,Applicasa,,,,,,,,,
,Hippotec Ltd.,,,,,,,,,
,Random Logic,,,,,,,,,
,Aeronautics,,,,,,,,,
,Traffix Systems,,,,,,,,,
,Shvoong.com,,,,,,,,,
10691,LIME,,,,,,,http://www.lime.com,Online Media,11-50 employees
,"Happier, Inc.",,,,,,,,,
,Elephant Design,,,,,,,,,
,Apache Software Foundation,,,,,,,,,
,Panjiva,,,,,,,,,
,Quantopian,,,,,,,,,
141203,CarGurus,,,,,,,,Internet,1-10 employees
,O'Reilly,,,,,,,,,
167204,Covalent Technologies,,,,,,,,Computer Software,11-50 employees
,MIT,,,,,,,,,
,Millennium Pharmaceuticals,,,,,,,,,
,Deloitte & Touche,,,,,,,,,
,Boston University,,,,,,,,,
137793,Atomynet,,,,,,,,Computer & Network Security,11-50 employees
,Magenta Technology,,,,,,,,,
166316,Nielsen Mobile,,,,,,,http://www.nielsenmobile.com,Telecommunications,51-200 employees
,IBM (Tiscali),,,,,,,,,
,Toyota Motor Corporation,,,,,,,,,
741346,"college of management, school of communcations",,,,,,,http://www.colman.ac.il,Education Management,51-200 employees
,McCann Erickson,,,,,,,,,
33591,The 7th Art,120 Wooster St,Suite 6n,New York,NY,10012,United States,http://seventhartgroup.com,Marketing and Advertising,11-50 employees
,Murray Hill Properties,,,,,,,,,
41839,Brooklyn Chamber of Commerce,25 Elm Place,Suite 200,Brooklyn,NY,11201,United States,,Nonprofit Organization Management,11-50 employees
,The Center for Educational Technology (CET),,,,,,,,,
,The McGraw-Hill Companies,,,,,,,,,
,Motorola,,,,,,,,,
,Titan BrandWise,,,,,,,,,
1970282,nana10,,,,,,,http://,Internet,
,London Business School,,,,,,,,,
,sanofi-aventis,,,,,,,,,
,mximo,,,,,,,,,
,iCat360,,,,,,,,,
,RMG Connect na JWT Company,,,,,,,,,
35139,MessageVine,,,,,,,,Computer Software,11-50 employees
,MedEvents,,,,,,,,,
850156,Oscar4b - Creating Content Events,Habarzel 31 Ramat Hahayal,Habarzel 31 Ramat Hahayal,Tel Aviv,,61132,Israel,http://www.oscar4b.com,Marketing and Advertising,11-50 employees
,GKH,,,,,,,,,
,GKH Law,,,,,,,,,
,imOnline,,,,,,,,,
,Israel Attorney General,,,,,,,,,
,DealFlow Media,,,,,,,,,
,Thunder 11,,,,,,,,,
,Taboola Inc,,,,,,,,,
,SkilliQ,,,,,,,,,
,Meitav Benefits Ltd,,,,,,,,,
,Meitav,,,,,,,,,
80728,Calanit,,,,,,,,Information Technology and Services,201-500 employees
,Kampyle LTD.,,,,,,,,,
,SAP Labs Israel,,,,,,,,,
,InSightec (TxSonics),,,,,,,,,
,The Nation Traffic,,,,,,,,,
,Vidoco Ltd.,,,,,,,,,
,Forum Mobile Inc. (Ticker: QTMI),,,,,,,,,
,Forum Group,,,,,,,,,
,tapTank,,,,,,,,,
1362679,Gvahim,,,,,,,http://www.gvahim.org.il,Nonprofit Organization Management,11-50 employees
,Bootcamp Ventures,,,,,,,,,
,Magna Capital,,,,,,,,,
,Hunter College,,,,,,,,,
,Shirat Enterprises,,,,,,,,,
,EyeClick,,,,,,,,,
,BioBusiness.TV,,,,,,,,,
,knowmore,,,,,,,,,
,KGB,,,,,,,,,
,Vornado Realty Trust,,,,,,,,,
,"Skadden, Arps, Slate, Meagher & Flom LLP",,,,,,,,,
16458,"Wachtell, Lipton, Rosen & Katz",,,,,,,,Law Practice,201-500 employees
,Partner Communications Company Ltd.,,,,,,,,,
,"Kalo, Tomer - Attorneys at Law",,,,,,,,,
,Experiors,,,,,,,,,
,LiveU,,,,,,,,,
,Tamir Fishman,,,,,,,,,
,Varsano Law Office,,,,,,,,,
,Cloudyn,,,,,,,,,
,Nana 10 Ltd,,,,,,,,,
476300,Benigo,,,,,,,http://knil.com,Computer Software,1-10 employees
120481,Pamam-SCP,,,,,,,,Computer Software,11-50 employees
,VC Cafe,,,,,,,,,
,Ask.com,,,,,,,,,
,Gerson Lehrman Group,,,,,,,,,
,Shopping.com,,,,,,,,,
,GMPVC German Media Pool GmbH,,,,,,,,,
,hub:raum,,,,,,,,,
91150,GRP Partners,2121 Avenue of the Stars,Suite 1630,Los Angeles,CA,90067,United States,http://www.grpvc.com,Venture Capital & Private Equity,11-50 employees
,Sal. Oppenheim jr. & Cie.,,,,,,,,,
,XimXam,,,,,,,,,
85596,Tel Aviv Municipality,69 Ibn Gvirol St. Tel Aviv Yafo,69 Ibn Gvirol St. Tel Aviv Yafo,Tel Aviv Yafo,Israel,64162,Israel,http://www.tel-aviv.gov.il,Civic & Social Organization,"5001-10,000 employees"
,Pearl Cohen Zedek Latzer,,,,,,,,,
1070940,Alan Weinkrantz And Company,,,,,,,http://www.alanweinkrantz.com,Public Relations and Communications,1-10 employees
,WAYbetter. The Social Taxi App (Closed-down),,,,,,,,,
2195000,Matomy Media,,,,,,,http://www.matomymedia.com,Online Media,
,Alvarion Ltd.,,,,,,,,,
,RADWIN,,,,,,,,,
,TAI Israel,,,,,,,,,
,The TAI Group,,,,,,,,,
353146,Ovation Coaching,,,,,,,http://www.ovationcoaching.com,Professional Training & Coaching,1-10 employees
,International Coach Federation,,,,,,,,,
,JK Coaching,,,,,,,,,
,AfterDownload Ltd,,,,,,,,,
,Gornitzky & Co.,,,,,,,,,
,hadashot.com ltd,,,,,,,,,
,Tees At Risk,,,,,,,,,
,ViaMaris Partners,,,,,,,,,
,IDT Ventures,,,,,,,,,
,IDT Contact Services,,,,,,,,,
,Kramer Levin Naftalis & Frankel LLP,,,,,,,,,
,Sandbox Network,,,,,,,,,
,MAVEZE,,,,,,,,,
,IMA,,,,,,,,,
,Nokia,,,,,,,,,
4445,Symbian,,,,,,,http://www.symbian.com,Telecommunications,1001-5000 employees
,Algotec Systems,,,,,,,,,
,DoubleVerify Ltd.,,,,,,,,,
,iMind,,,,,,,,,
,InterBit,,,,,,,,,
,Youtell.Me!,,,,,,,,,
12115,BPN,"Av. Ant?nio Augusto de Aguiar, 132","Av. Ant?nio Augusto de Aguiar, 132",Lisbon,,1100,Portugal,,Banking,1001-5000 employees
,BMM,,,,,,,,,
,Go2web20,,,,,,,,,
,Toluna,,,,,,,,,
1992245,Habetzefer,,,,,,,http://www.habetzefer.co.il,Marketing and Advertising,
126717,Unicell,,,,,,,,Internet,11-50 employees
87950,Brandcom,,,,,,,,Marketing and Advertising,1-10 employees
,SEBO fx,,,,,,,,,
143883,Gammasite,,,,,,,,Computer Software,1-10 employees
,VtagO,,,,,,,,,
,snapAvalue,,,,,,,,,
,Freescale Semiconductor,,,,,,,,,
1494591,Dover Medical & Scientific equipment,,,,,,,http://,Biotechnology,
,SCREEMO,,,,,,,,,
,Interdisciplinary Center Herzlia (IDC),,,,,,,,,
,European Commission DG Enterprise,,,,,,,,,
,Bar-Ilan University,,,,,,,,,
,The National Academies,,,,,,,,,
,Diageo,,,,,,,,,
,Starhome,,,,,,,,,
1997,Comverse Network Systems,,,,,,,,Telecommunications,1001-5000 employees
,Scitex (Kodak),,,,,,,,,
,"the Interdisciplinary Center Herzliya, Israel",,,,,,,,,
,MIT Media Lab,,,,,,,,,
,artizone,,,,,,,,,
,Imperva Inc.,,,,,,,,,
,IDF Global,,,,,,,,,
,Pontis,,,,,,,,,
,HP,,,,,,,,,
,Jivy Group,,,,,,,,,
,HelpAround,,,,,,,,,
,eXelate,,,,,,,,,
,eXelate Media,,,,,,,,,
,CruiseWise,,,,,,,,,
164833,Mamram,,,,,,,,Computer Software,"10,001+ employees"
,AlterNet.co.il,,,,,,,,,
,Pelephone Communication Ltd.,,,,,,,,,
